1	0.10848174840211869
2	0.11672252565622329
3	0.07023226171731949
4	0.05396944433450699
5	0.05367226302623749
6	0.05045885816216469
7	0.044723466783761975
8	0.034379302710294726
9	0.028630435466766357
10	0.03555614203214645
11	0.035691282153129576
12	0.02937181442975998
13	0.030049845203757287
14	0.028692151606082916
15	0.03490148447453976
16	0.03455800749361515
17	0.02992183528840542
18	0.032681291550397874
19	0.02189510427415371
20	0.02518649250268936
21	0.0236935630440712
22	0.026252970099449158
23	0.024666180089116096
24	0.025850312411785127
25	0.022071384266018866
26	0.01878380961716175
27	0.025712445378303528
28	0.026362887397408486
29	0.020464756339788438
30	0.024147667363286017
31	0.018754169531166553
32	0.02414080686867237
33	0.021455083787441254
34	0.020468191988766194
35	0.02057817094027996
36	0.024184581637382508
37	0.026702845096588136
38	0.02260122448205948
39	0.021622412279248236
40	0.0291200403124094
41	0.019430849701166153
42	0.0205536138266325
43	0.017887729220092297
44	0.019058266282081605
45	0.022945414856076242
46	0.019346771761775017
47	0.021508949249982832
48	0.021967995911836624
49	0.018833282962441446
50	0.023376156762242317
